hostname,gaia_id,default_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rowupdate,pl_pubdate;
HAT-P-34,Gaia DR2 1810218734055374720,1,6442.00,88.00,-88.00,0,0.220,0.040,-0.040,0,,,,,,24.0000,0.5000,-0.5000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-03-13,2017-06;
HAT-P-35,Gaia DR2 3094733088793018240,1,6096.00,88.00,-88.00,0,0.110,0.080,-0.080,0,,,,,,0.5000,0.5000,-0.5000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-03-13,2017-06;
HAT-P-36,Gaia DR2 1541532207133249920,1,5620.00,40.00,-40.00,0,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-07-08,2019-07;
HAT-P-37,Gaia DR2 2133946843094378752,1,5500.00,100.00,,0,,,,,,,,,,3.0700,0.5000,,0,,,,,-20.53,0.10,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2012-07;
HAT-P-38,Gaia DR2 324889227693298560,1,5330.00,100.00,,0,,,,,,,,,,0.4000,0.5000,,0,,,,,-19.70,0.10,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2012-10;
HAT-P-39,Gaia DR2 3169391577586325120,1,6430.00,100.00,,0,,,,,,,,,,12.7000,0.5000,,0,,,,,28.42,0.28,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2012-11;
HAT-P-4,Gaia DR2 1291120362349158016,1,5860.00,80.00,,0,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2008-04;
HAT-P-40,Gaia DR2 1962153854973972096,1,6080.00,100.00,-100.00,0,0.220,,,0,[Fe/H],3.93,0.02,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
HAT-P-41,Gaia DR2 4290415081653653632,1,6390.00,100.00,-100.00,0,0.210,,,0,[Fe/H],4.14,0.02,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
HAT-P-42,Gaia DR2 583455604761166848,1,5743.00,50.00,-50.00,0,0.270,0.080,-0.080,0,[Fe/H],4.14,0.07,-0.07,0,3.5000,0.5000,-0.5000,0,,,,,20.26,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2013-10;
HAT-P-43,Gaia DR2 601321985813952000,1,5693.00,62.00,-63.00,0,0.200,0.070,-0.070,0,[Fe/H],4.38,0.05,-0.04,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-09-20,2022-01;
HAT-P-44,Gaia DR2 1506159170017461888,1,5295.00,100.00,-100.00,0,0.330,0.100,-0.100,0,[Fe/H],4.46,0.06,-0.06,0,0.2000,0.5000,-0.5000,0,,,,,-33.45,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-06;
HAT-P-44,Gaia DR2 1506159170017461888,1,5295.00,100.00,-100.00,0,0.330,0.100,-0.100,0,[Fe/H],4.46,0.06,-0.06,0,0.2000,0.5000,-0.5000,0,,,,,-33.45,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-06;
HAT-P-45,Gaia DR2 4270547520706275328,1,6330.00,100.00,-100.00,0,0.070,0.100,-0.100,0,[Fe/H],4.30,0.06,-0.06,0,9.3000,0.5000,-0.5000,0,,,,,23.90,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-06;
HAT-P-46,Gaia DR2 4177560894633502720,1,6120.00,100.00,-100.00,0,0.300,0.100,-0.100,0,[Fe/H],4.25,0.11,-0.11,0,4.9000,0.5000,-0.5000,0,,,,,-20.91,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-06;
HAT-P-49,Gaia DR2 1835842749465226368,1,6820.00,52.00,-52.00,0,0.070,,,0,[Fe/H],4.10,0.04,-0.04,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
HAT-P-5,Gaia DR2 4606030169272920320,1,5960.00,100.00,-100.00,0,0.240,,,0,[Fe/H],4.37,0.03,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-05-22,2017-03;
HAT-P-50,Gaia DR2 3151961363348862720,1,6280.00,49.00,-49.00,0,-0.180,0.080,-0.080,0,[Fe/H],4.07,0.03,-0.03,0,8.9000,0.5000,-0.5000,0,,,,,6.25,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-11-18,2015-12;
HAT-P-51,Gaia DR2 316706322857704960,1,5449.00,50.00,-50.00,0,0.270,0.080,-0.080,0,[Fe/H],4.39,0.03,-0.03,0,1.7000,0.5000,-0.5000,0,,,,,-27.56,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-11-18,2015-12;
HAT-P-52,Gaia DR2 128623485853170432,1,5131.00,50.00,-50.00,0,0.280,0.080,-0.080,0,[Fe/H],4.48,0.05,-0.05,0,0.6000,0.5000,-0.5000,0,,,,,61.50,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-11-18,2015-12;
HAT-P-53,Gaia DR2 323386882492982144,1,5956.00,50.00,-50.00,0,0.000,0.080,-0.080,0,[Fe/H],4.31,0.04,-0.04,0,4.1000,0.5000,-0.5000,0,,,,,-16.99,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-11-18,2015-12;
HAT-P-54,Gaia DR2 3383298227579280640,1,4390.00,50.00,-50.00,0,-0.127,0.080,-0.080,0,[Fe/H],4.67,0.01,-0.01,0,2.3500,0.5000,-0.5000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-04-24,2015-04;
HAT-P-55,Gaia DR2 4593808272896243328,1,5808.00,50.00,-50.00,0,-0.030,0.080,-0.080,0,[Fe/H],4.43,0.03,-0.03,0,1.8000,0.5000,-0.5000,0,,,,,-9.42,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-06-16,2015-09;
HAT-P-56,Gaia DR2 3385777286999240576,1,6566.00,50.00,-50.00,0,0.000,,,0,[Fe/H],3.39,0.19,-0.19,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
HAT-P-57,Gaia DR2 4483640815570090368,1,6330.00,124.00,-124.00,0,-0.250,,,0,[Fe/H],4.25,0.02,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
HAT-P-58,Gaia DR2 277493615044741376,1,6078.00,48.00,-48.00,0,-0.224,0.057,-0.057,0,[Fe/H],4.08,0.02,-0.02,0,,,,,,,,,-35.97,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-07-26,2021-07;
HAT-P-59,Gaia DR2 2241743203599727744,1,5678.00,16.00,-16.00,0,0.217,0.049,-0.049,0,[Fe/H],4.36,0.01,-0.01,0,,,,,,,,,-20.48,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-07-26,2021-07;
HAT-P-6,Gaia DR2 1925321658546436352,1,6570.00,80.00,-80.00,0,-0.130,,,0,[Fe/H],4.22,0.03,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
HAT-P-60,Gaia DR2 359678187913760384,1,6212.00,26.00,-26.00,0,0.037,0.037,-0.037,0,[Fe/H],3.91,0.01,-0.01,0,,,,,,,,,6.58,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-07-26,2021-07;
HAT-P-61,Gaia DR2 256580182331399296,1,5587.00,45.00,-45.00,0,0.194,0.060,-0.060,0,[Fe/H],4.50,0.02,-0.02,0,,,,,,,,,4.81,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-07-26,2021-07;
HAT-P-62,Gaia DR2 255397142179844224,1,5629.00,48.00,-48.00,0,0.414,0.090,-0.090,0,[Fe/H],4.31,0.01,-0.01,0,,,,,,,,,50.42,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-07-26,2021-07;
HAT-P-63,Gaia DR2 4092190177629426816,1,5400.00,55.00,-39.00,0,0.251,0.061,-0.061,0,[Fe/H],4.43,0.01,-0.01,0,,,,,,,,,-68.99,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-07-26,2021-07;
HAT-P-64,Gaia DR2 3279418602369232000,1,6457.00,29.00,-29.00,0,-0.113,0.027,-0.056,0,[Fe/H],4.07,0.01,-0.01,0,,,,,,,,,25.22,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-07-26,2021-07;
HAT-P-65,Gaia DR2 1757302881526250496,1,5835.00,51.00,-51.00,0,0.100,0.080,-0.080,0,[Fe/H],3.98,0.04,-0.04,0,7.1000,0.5000,-0.5000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-09-14,2016-12;
HAT-P-66,Gaia DR2 852608874351434752,1,6002.00,50.00,-50.00,0,0.035,0.080,-0.080,0,[Fe/H],3.99,0.04,-0.04,0,7.5700,0.5000,-0.5000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-09-14,2016-12;
HAT-P-67,Gaia DR2 1358614983131339392,1,6406.00,65.00,-61.00,0,-0.080,0.050,-0.050,0,[Fe/H],3.85,0.01,-0.02,0,35.8000,1.1000,-1.1000,0,,,,,-1.40,0.50,-0.50,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-04-11,2017-05;
HAT-P-68,Gaia DR2 675443053940533760,1,4508.00,43.00,-43.00,0,-0.059,0.036,-0.036,0,[Fe/H],4.62,0.01,-0.01,0,0.0000,2.0000,-2.0000,0,24.59,0.06,-0.06,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-12-10,2021-02;
HAT-P-69,Gaia DR2 3080104185367102592,1,7394.00,360.00,-600.00,0,-0.069,0.058,-0.075,0,[Fe/H],4.11,0.03,-0.06,0,77.4400,0.5500,-0.5700,0,,,,,0.78,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-08-12,2019-10;
HAT-P-7,Gaia DR2 2129256395211984000,1,6389.00,17.00,-17.00,0,0.260,,,0,[Fe/H],4.07,0.06,-0.06,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
HAT-P-70,Gaia DR2 3291455819447952768,1,8450.00,540.00,-690.00,0,-0.059,0.075,-0.088,0,[Fe/H],4.18,0.06,-0.06,0,99.8500,0.6400,-0.6100,0,,,,,25.26,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-08-12,2019-10;
HAT-P-8,Gaia DR2 1891507552824189568,1,6200.00,80.00,-80.00,0,0.010,,,0,[Fe/H],4.15,0.03,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
HAT-P-9,Gaia DR2 898130030131443584,1,6350.00,150.00,-150.00,0,0.120,0.200,-0.200,0,[Fe/H],4.29,0.03,-0.04,0,,,,,,,,,22.67,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-07-08,2019-02;
HATS-1,Gaia DR2 3540018633568783488,1,5870.00,100.00,,0,,,,,,,,,,2.5200,0.5000,,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2013-01;
HATS-10,Gaia DR2 6771939433131924096,1,5880.00,120.00,-120.00,0,0.150,0.100,-0.100,0,[Fe/H],4.39,0.03,-0.03,0,5.6800,0.7000,-0.7000,0,,,,,-28.09,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-05-21,2015-07;
HATS-11,Gaia DR2 6771149120491232768,1,6563.00,361.00,-361.00,0,0.030,0.160,-0.160,0,[Fe/H],4.19,0.05,-0.05,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-10-24,2018-12;
HATS-12,Gaia DR2 4083840142695803520,1,6357.00,91.00,-91.00,0,-0.100,0.050,-0.050,0,[Fe/H],4.36,0.04,-0.04,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-10-24,2018-12;
HATS-13,Gaia DR2 6803000980210856704,1,5523.00,69.00,-69.00,0,0.050,0.060,-0.060,0,[Fe/H],4.52,0.02,-0.02,0,2.8200,0.3000,-0.3000,0,,,,,25.80,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-08-12,2015-08;
HATS-14,Gaia DR2 6805149288493408640,1,5346.00,60.00,-60.00,0,0.330,0.060,-0.060,0,[Fe/H],4.48,0.02,-0.02,0,3.8000,1.2000,-1.2000,0,,,,,30.19,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-08-12,2015-08;
HATS-15,Gaia DR2 6858088299469303168,1,5311.00,77.00,-77.00,0,0.000,0.050,-0.050,0,[Fe/H],4.45,0.02,-0.02,0,4.1800,0.5000,-0.5000,0,,,,,-54.15,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-06-22,2016-07;
HATS-16,Gaia DR2 2327000400367097984,1,5738.00,79.00,-79.00,0,-0.100,0.050,-0.050,0,[Fe/H],4.24,0.08,-0.08,0,6.1700,0.2200,-0.2200,0,12.35,0.02,-0.02,0,31.59,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-06-22,2016-07;
HATS-17,Gaia DR2 6127982342061605120,1,5846.00,78.00,-78.00,0,0.300,0.030,-0.030,0,[Fe/H],4.42,0.04,-0.04,0,3.7300,0.3900,-0.3900,0,,,,,22.94,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-09-14,2016-04;
HATS-18,Gaia DR2 3483636295772522880,1,5600.00,120.00,-120.00,0,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-07-08,2019-07;
HATS-2,Gaia DR2 3492502001623237888,1,5227.00,95.00,-95.00,0,0.150,0.050,-0.050,0,[Fe/H],4.48,0.02,-0.02,0,1.5000,0.5000,-0.5000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2013-10;
HATS-22,Gaia DR2 3483606402800185728,1,4803.00,55.00,-55.00,0,0.000,0.040,-0.040,0,[Fe/H],4.64,0.03,-0.03,0,0.5000,0.5000,-0.5000,0,,,,,-7.37,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-03-14,2017-06;
HATS-23,Gaia DR2 6657994706683397504,1,5780.00,120.00,-120.00,0,0.280,0.070,-0.070,0,[Fe/H],4.33,0.04,-0.04,0,4.6200,0.4900,-0.4900,0,,,,,-13.37,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-03-14,2017-06;
HATS-24,Gaia DR2 5911182735242698496,1,6125.00,94.00,-94.00,0,-0.229,0.058,-0.058,0,[Fe/H],4.37,0.04,-0.04,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-07-08,2019-02;
HATS-25,Gaia DR2 6287125101007614080,1,5715.00,73.00,-73.00,0,0.020,0.050,-0.050,0,[Fe/H],4.35,0.05,-0.05,0,3.8800,0.5000,-0.5000,0,,,,,31.66,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-06-08,2016-10;
HATS-26,Gaia DR2 5656896924435896832,1,6071.00,81.00,-81.00,0,-0.020,0.050,-0.050,0,[Fe/H],3.94,0.05,-0.05,0,7.4800,0.5000,-0.5000,0,,,,,-12.52,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-06-08,2016-10;
HATS-27,Gaia DR2 6134228079203074176,1,6438.00,64.00,-64.00,0,0.090,0.040,-0.040,0,[Fe/H],4.11,0.05,-0.05,0,9.3200,0.5000,-0.5000,0,,,,,-3.58,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-06-08,2016-10;
HATS-28,Gaia DR2 6661242835829891584,1,5498.00,84.00,-84.00,0,0.010,0.060,-0.060,0,[Fe/H],4.48,0.04,-0.04,0,2.6000,1.0000,-1.0000,0,,,,,-8.65,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-06-08,2016-10;
HATS-29,Gaia DR2 6638230431120193280,1,5670.00,110.00,-110.00,0,0.160,0.080,-0.080,0,[Fe/H],4.39,0.03,-0.03,0,2.3500,0.8000,-0.8000,0,,,,,-19.72,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-06-08,2016-10;
HATS-3,Gaia DR2 6805886373600546176,1,6351.00,76.00,-76.00,0,-0.157,0.070,-0.070,0,[Fe/H],4.22,0.01,-0.01,0,9.1200,1.3100,-1.3100,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-10-24,2013-11;
HATS-30,Gaia DR2 4906145613282734208,1,5943.00,70.00,-70.00,0,0.060,0.050,-0.050,0,[Fe/H],4.42,0.03,-0.03,0,4.1100,0.5000,-0.5000,0,,,,,-0.08,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-06-08,2016-10;
HATS-31,Gaia DR2 3498553232585634816,1,6050.00,120.00,-120.00,0,0.000,0.070,-0.070,0,[Fe/H],4.00,0.07,-0.07,0,7.0100,0.5000,-0.5000,0,,,,,-8.70,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-11-30,2016-12;
HATS-32,Gaia DR2 2398227794405981568,1,5700.00,110.00,-110.00,0,0.390,0.050,-0.050,0,[Fe/H],4.40,0.06,-0.06,0,3.5600,0.6900,-0.6900,0,,,,,12.42,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-11-30,2016-12;
HATS-33,Gaia DR2 6640975950310072960,1,5659.00,85.00,-85.00,0,0.290,0.050,-0.050,0,[Fe/H],4.45,0.04,-0.04,0,3.8700,0.4200,-0.4200,0,,,,,11.08,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-11-30,2016-12;
HATS-34,Gaia DR2 4904523077718046720,1,5380.00,73.00,-73.00,0,0.250,0.070,-0.070,0,[Fe/H],4.43,0.04,-0.04,0,4.0700,0.5800,-0.5800,0,,,,,17.74,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-11-30,2016-12;
HATS-35,Gaia DR2 6441034841743467776,1,6300.00,100.00,-100.00,0,0.210,0.060,-0.060,0,[Fe/H],4.24,0.02,-0.02,0,8.6600,0.3400,-0.3400,0,,,,,-14.18,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-11-30,2016-12;
HATS-36,Gaia DR2 6771542097119292928,1,5950.00,83.00,-83.00,0,0.150,0.060,-0.060,0,[Fe/H],4.40,0.03,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-10-24,2018-12;
HATS-37 A,Gaia DR2 6194574671813047424,1,5326.00,44.00,-44.00,0,0.051,0.029,-0.029,0,[Fe/H],4.48,0.02,-0.02,0,3.9800,0.3000,-0.3000,0,,,,,6.42,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-08-06,2020-11;
HATS-38,Gaia DR2 5472386851683941376,1,5732.00,25.00,-25.00,0,-0.102,0.043,-0.043,0,[Fe/H],4.30,0.01,-0.01,0,3.1000,0.2700,-0.2700,0,,,,,4.14,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-08-06,2020-11;
HATS-39,Gaia DR2 5605481703444311040,1,6572.00,83.00,-83.00,0,0.000,0.044,-0.044,0,[Fe/H],4.16,0.04,-0.04,0,7.7500,0.1700,-0.1700,0,,,,,2.92,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-09,2018-07;
HATS-4,Gaia DR2 2937583121652951936,1,5403.00,50.00,-50.00,0,0.430,0.080,-0.080,0,[Fe/H],4.51,0.02,-0.02,0,0.7000,0.5000,-0.5000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-07-02,2014-08;
HATS-40,Gaia DR2 2894378838731535872,1,6460.00,130.00,-130.00,0,0.010,0.077,-0.077,0,[Fe/H],3.92,0.04,-0.04,0,9.5200,0.2500,-0.2500,0,,,,,9.19,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-09,2018-07;
